,posteam_type,yardline_100,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,drive,qtr,goal_to_go,ydstogo,desc,shotgun,no_huddle,qb_dropback,qb_scramble,posteam_timeouts_remaining,defteam_timeouts_remaining,score_differential,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,penalty,pass,run,4th_down_conversion,scoring_prob
390979,0.0,68.0,139.0,139.0,139.0,24,4,0.0,3,"(2:19) (Shotgun) E.Manning sacked at NYG 24 for -8 yards (J.Galette). FUMBLES (J.Galette) [J.Galette], recovered by NYG-J.Halapio at NYG 19. Penalty on NYG-E.Flowers, Offensive Holding, declined.",1,0,1.0,0,3.0,2.0,-8.0,0.5337047841054127,0.11501093240721205,0.002092807589953688,0.16514879767299906,0.056412585275908075,0.002415994088592587,0.1252140988599219,0.0,1,0,0.0,0.007063651029681328
391148,1.0,46.0,174.0,174.0,174.0,23,4,0.0,4,(2:54) (Shotgun) A.Smith pass incomplete deep left to T.Hill. KC-T.Hill was injured during the play.,1,0,1.0,0,3.0,3.0,-6.0,0.4359310486820078,0.08637841660994895,0.0009563771481929722,0.12661582712779348,0.20367495324929866,0.0034137082114278914,0.14302966897133013,0.0,1,0,0.0,0.029131561140998328
391471,0.0,25.0,582.0,582.0,582.0,15,4,0.0,1,(9:42) I.Crowell left guard to CIN 23 for 2 yards (V.Burfict; C.Dunlap).,0,0,0.0,0,2.0,2.0,-14.0,0.07930987496545537,0.06224228206729832,0.00036791522290115496,0.09823724932010626,0.5343398147581244,0.004472837114682103,0.2210300265514325,0.0,0,1,1.0,0.11810514344347577
391477,0.0,3.0,421.0,421.0,421.0,15,4,1.0,3,"(7:01) (Shotgun) D.Kizer up the middle for 3 yards, TOUCHDOWN.",1,0,0.0,0,2.0,2.0,-14.0,0.05398646493701182,0.019829773928113536,0.00043904107555506566,0.025944169333422275,0.724411116190812,0.0051478835974686134,0.17024155093761684,0.0,0,1,1.0,0.123324871936774
391498,0.0,42.0,99.0,99.0,99.0,17,4,0.0,4,(1:39) (Shotgun) D.Kizer pass incomplete short middle to R.Louis.,1,0,1.0,0,1.0,2.0,-14.0,0.5487379173736046,0.04973523415241635,0.0009683778408415512,0.036199596623379335,0.27152277579890705,0.0010632238088732703,0.0917728744019781,0.0,1,0,0.0,0.024918425600669553
391649,0.0,18.0,430.0,430.0,430.0,16,4,0.0,1,(7:10) R.Fitzpatrick pass incomplete short middle to C.Brate (K.Neal) [D.Poe].,0,0,1.0,0,2.0,2.0,-7.0,0.10801570324738732,0.042398476406484135,0.0002116036460589729,0.06709097441241504,0.6000502063001273,0.0037208189713873593,0.17851221701614,0.0,1,0,0.0,0.1071162926476279
391674,0.0,35.0,21.0,21.0,21.0,18,4,0.0,10,(:21) (Shotgun) R.Fitzpatrick pass short left to A.Humphries to ATL 25 for 10 yards (R.Alford).,1,0,1.0,0,0.0,2.0,-14.0,0.5402145595561444,0.03427876159799853,0.0006158013253119107,0.02453585324865311,0.3396235865603306,0.0008988357873477838,0.05983260192421365,0.0,1,0,1.0,0.020320562858737977
391680,1.0,73.0,852.0,1752.0,3552.0,1,1,0.0,8,"(14:12) (Punt formation) N.Ebner right end to NE 41 for 14 yards (A.Verner). FUMBLES (A.Verner), ball out of bounds at NE 41. NE-N.Ebner was injured during the play. He is Out.",0,0,0.0,0,3.0,3.0,0.0,0.0017074099540700285,0.2824150987734615,0.006511023172203527,0.41848760311282895,0.0981074575674589,0.0052057109653292155,0.18756569645464788,0.0,0,1,1.0,0.018401593606035244
391709,0.0,54.0,87.0,987.0,2787.0,4,1,0.0,1,"(1:27) D.Williams up the middle to MIA 48 for 2 yards (M.Brown, L.Guy).",0,0,0.0,0,3.0,3.0,-14.0,0.03178717947240268,0.17669166101432587,0.00209849857506717,0.2735635003987486,0.19396611098240885,0.005541776706895521,0.3163512728501514,0.0,0,1,1.0,0.06136142609907877
391803,1.0,25.0,900.0,900.0,900.0,16,4,0.0,1,(15:00) R.Burkhead left guard to MIA 27 for -2 yards (D.Godchaux; A.Branch).,0,0,0.0,0,3.0,3.0,19.0,0.02352489038619264,0.06717150824592265,0.0003989005616055708,0.10730139740764508,0.5650975412778695,0.0048349789744549405,0.2316707831463097,0.0,0,1,0.0,0.1309165899418981
391808,0.0,65.0,813.0,813.0,813.0,17,4,0.0,2,(13:33) (Shotgun) M.Moore pass deep left to K.Stills ran ob at NE 37 for 28 yards.,1,0,1.0,0,2.0,3.0,-19.0,0.06841992238686277,0.2170293903465033,0.003571599081285333,0.32399720831097906,0.12033491386867876,0.004976876110317221,0.2616700898953737,0.0,1,0,1.0,0.03148804772956922
391822,0.0,62.0,528.0,528.0,528.0,19,4,0.0,11,(8:48) (Shotgun) M.Moore pass incomplete short right to J.Landry [P.Chung].,1,0,1.0,0,2.0,3.0,-12.0,0.18803229118685386,0.1939620709178833,0.0034831422609790013,0.27589118851216315,0.16298642262282362,0.004876329532813218,0.17076855496648372,0.0,1,0,0.0,0.0278329558704562
391864,1.0,35.0,492.0,1392.0,3192.0,3,1,0.0,1,(8:12) J.Ajayi left end to CHI 33 for 2 yards (A.Amos).,0,0,0.0,0,3.0,3.0,0.0,0.004536334686490569,0.10641793513820016,0.0008080212446418769,0.17113966753668566,0.4307269327855432,0.005765711553938448,0.28060539705450005,0.0,0,1,1.0,0.1208643019963543
391918,1.0,48.0,158.0,158.0,1958.0,12,2,0.0,1,(2:38) C.Wentz up the middle to CHI 47 for 1 yard (M.Unrein).,0,0,0.0,0,2.0,1.0,17.0,0.4600820542510271,0.08269387682927992,0.0008408967368472738,0.12496477928031813,0.14567837694424202,0.003067143779014583,0.18267287217927114,0.0,0,1,1.0,0.0266114875308192
391961,1.0,42.0,260.0,1160.0,1160.0,15,3,0.0,1,(4:20) C.Wentz up the middle to CHI 39 for 3 yards (A.Hicks).,0,0,0.0,0,3.0,3.0,21.0,0.013423317308658363,0.13235860574596295,0.0011836233043732152,0.20924249896356892,0.3330066403122329,0.005860570337234615,0.304924744027969,0.0,0,1,1.0,0.10154196455682156
391965,1.0,35.0,128.0,1028.0,1028.0,15,3,0.0,6,"(2:08) (Shotgun) C.Wentz pass incomplete short right to N.Agholor (E.Jackson, C.LeBlanc).",1,0,1.0,0,3.0,3.0,21.0,0.018200183136879468,0.1044045856030045,0.0009359065928670538,0.15859516485172911,0.5267029352181438,0.005690389155095336,0.18547083544228068,0.0,1,0,0.0,0.09768803342481058
391995,0.0,54.0,582.0,582.0,582.0,20,4,0.0,2,(9:42) (Shotgun) M.Trubisky pass incomplete short middle to T.McBride.,1,0,1.0,0,3.0,3.0,-28.0,0.14534902111736514,0.16024037596343196,0.002021541586780525,0.2402640845418083,0.19480193639305388,0.0050305240974398745,0.25229251630012034,0.0,1,0,0.0,0.04914707071273955
392017,0.0,31.0,116.0,116.0,116.0,22,4,0.0,9,(1:56) (Shotgun) M.Trubisky pass short right intended for T.McBride INTERCEPTED by C.Graham (R.Douglas) at PHI 22. C.Graham to CHI 19 for 59 yards (C.Whitehair).,1,0,1.0,0,3.0,2.0,-28.0,0.4037176030243753,0.03593987789645229,0.0005818031462211514,0.02600694962690474,0.4629642382133816,0.0010568996852870658,0.06973262840737796,0.0,1,0,0.0,0.03228371318923855
392030,0.0,39.0,714.0,1614.0,3414.0,1,1,0.0,3,(11:54) (Shotgun) C.Newton pass short right to C.McCaffrey pushed ob at NYJ 30 for 9 yards (D.Lee).,1,0,1.0,0,3.0,3.0,0.0,0.002018465665953127,0.1271340018939369,0.0011834439178196989,0.19983137690274885,0.4326461529301629,0.0061786254455557825,0.2310079332438228,0.0,1,0,1.0,0.09994469361428782
392400,1.0,18.0,19.0,19.0,19.0,26,4,0.0,5,(:19) (Shotgun) J.Garoppolo pass short right to A.Robinson to SEA 10 for 8 yards (B.McDougald). Caught at SEA 10.  0-YAC,1,0,1.0,0,0.0,1.0,-18.0,0.3590447796805689,0.018310205554404747,0.0002051995082757151,0.013598768182961832,0.5529133240646954,0.0007791711098695215,0.0551485518992238,0.0,1,0,1.0,0.0304923691479542
392537,0.0,38.0,757.0,757.0,757.0,18,4,0.0,5,"(12:37) D.Brees pass short middle to A.Kamara to LA 5 for 33 yards (J.Johnson). Penalty on LA-T.Johnson, Illegal Use of Hands, declined.",0,0,1.0,0,2.0,3.0,-13.0,0.057208846336140165,0.1119622022290482,0.0010552985993530814,0.16847807827993422,0.4565184075824444,0.005587266493343885,0.1991899004797361,0.0,1,0,1.0,0.0909338561735147
392692,0.0,1.0,459.0,1359.0,1359.0,14,3,1.0,1,"(7:39) T.Shatley reported in as eligible.  B.Bortles right end for 1 yard, TOUCHDOWN.",0,0,0.0,0,2.0,3.0,-13.0,0.0015807814429292992,0.03129290029675864,0.003513375788909974,0.0479568726671819,0.5588188146462225,0.014695439073044853,0.3421418160849529,0.0,0,1,1.0,0.19119528410549927
392903,0.0,25.0,626.0,626.0,626.0,21,4,0.0,7,"(10:26) (Shotgun) T.Siemian pass deep right to C.Latimer for 25 yards, TOUCHDOWN.",1,0,1.0,0,2.0,2.0,-21.0,0.06022568863483229,0.0609721084430937,0.00043439893595903663,0.09197089768231807,0.6465521512895623,0.004419966146657655,0.13542478886757695,0.0,1,0,1.0,0.08755918858026665
392954,1.0,1.0,499.0,1399.0,3199.0,1,1,1.0,1,"(8:19) (Shotgun) B.Roethlisberger pass short middle to X.Grimble for 1 yard, TOUCHDOWN.",1,0,1.0,0,3.0,3.0,0.0,0.0013475702097168938,0.03138186528064787,0.0035254234550880343,0.048166113196960174,0.5589820086709387,0.01474025690387223,0.3418567622827761,0.0,1,0,1.0,0.1910917796585698
393088,0.0,12.0,170.0,170.0,170.0,19,4,0.0,6,(2:50) (Pass formation) B.Hundley pass short left to D.Adams to PIT 4 for 8 yards (W.Gay).,0,0,1.0,0,1.0,3.0,-7.0,0.18308202157104625,0.0251289510308821,0.00012851315962994546,0.03797854492947537,0.6703200117059956,0.002636109844550164,0.08072584775842044,0.0,1,0,1.0,0.054112151214400814
393160,1.0,41.0,746.0,746.0,2546.0,7,2,0.0,6,(12:26) (Punt formation) S.Koch pass deep left to C.Moore to HOU 19 for 22 yards (M.Williams). Ravens pull off fake punt.,0,0,1.0,0,3.0,3.0,-7.0,0.06395992501867326,0.12452543228457505,0.0012827630675841313,0.18581705434011936,0.420160253424911,0.005706442122295147,0.19854812974184213,0.0,1,0,1.0,0.0834220325093745
393172,1.0,37.0,459.0,459.0,2259.0,9,2,0.0,1,(7:39) A.Collins right end to HOU 8 for 29 yards (K.Johnson).,0,0,0.0,0,3.0,3.0,0.0,0.1687420897804197,0.0914629286673752,0.000718548091873772,0.14164538750227318,0.3415101121905253,0.0046569318865048144,0.25126400188102777,0.0,0,1,1.0,0.08580919747183015
393382,1.0,51.0,3.0,3.0,1803.0,13,2,0.0,2,(:03) (Shotgun) D.Prescott pass incomplete deep right to T.Williams.,1,0,1.0,0,0.0,2.0,9.0,0.7076739338206735,0.04658187805915681,0.0010506255234199438,0.03398480191731977,0.12623234377671705,0.000766693953153837,0.08370972294955886,0.0,1,0,0.0,0.010566874524822455
393449,0.0,75.0,267.0,267.0,267.0,20,4,0.0,10,"(4:27) (Shotgun) K.Cousins pass short right intended for R.Grant INTERCEPTED by A.Brown (D.Irving) [M.Collins] at WAS 38. A.Brown to WAS 22 for 16 yards (T.Williams). PENALTY on WAS, Unsportsmanlike Conduct, 11 yards, enforced at WAS 22. Pass was tipped at the line of scrimmage by Irving",1,0,0.0,0,3.0,3.0,-16.0,0.4135537336042695,0.16941028081369933,0.004095147918557403,0.2354720571379647,0.0576300987490191,0.0029291132107588692,0.11690956856573125,1.0,0,0,0.0,0.006737509981148311
393480,1.0,39.0,445.0,1345.0,3145.0,2,1,0.0,2,(7:25) (Shotgun) M.Ryan pass short right to T.Coleman to MIN 24 for 15 yards (A.Barr).,1,0,1.0,0,3.0,2.0,0.0,0.005982335712006027,0.12438478592576542,0.0011094488403017072,0.19543175304987392,0.4118203790303824,0.0060259562718102426,0.2552453411698604,0.0,1,0,1.0,0.10511523314631119
393736,1.0,27.0,49.0,949.0,949.0,13,3,0.0,1,(:49) D.Henry right guard to HOU 24 for 3 yards (B.Peters).,0,0,0.0,0,2.0,3.0,0.0,0.020767681852070213,0.07393371985720333,0.00046084449842102165,0.11804118358964615,0.5390098713794564,0.005026517203839536,0.24276018161936336,0.0,0,1,1.0,0.13085013427070652
393782,0.0,51.0,114.0,114.0,114.0,18,4,0.0,19,"(1:54) (Shotgun) T.Savage pass deep right to S.Anderson to TEN 29 for 22 yards (L.Sims). The Replay Official reviewed the incomplete pass ruling, and the play was Upheld. The ruling on the field stands.",1,0,1.0,0,2.0,2.0,-4.0,0.5875144456104435,0.06627451203661477,0.0018568665981561427,0.04598793867667426,0.2284420110516761,0.0011022270903221288,0.06882199893611297,0.0,1,0,1.0,0.015721835841561962
393834,1.0,10.0,141.0,1041.0,2841.0,6,1,0.0,1,(2:21) J.McCown up the middle to KC 8 for 2 yards (B.Logan; K.Pierre-Louis).,0,0,0.0,0,3.0,3.0,-7.0,0.0073538741853044765,0.0316668966211778,0.00013175544178224463,0.05177353231704891,0.7548546852843588,0.003506226291525048,0.15071302985880258,0.0,0,1,1.0,0.1137664367223186
393979,0.0,19.0,49.0,49.0,49.0,19,4,0.0,6,(:49) (Shotgun) A.Smith pass incomplete short middle to T.Kelce.,1,0,1.0,0,0.0,2.0,-7.0,0.3388219498872973,0.01987037378690552,0.0002321732732062001,0.014691877069969387,0.5696856630929824,0.0008224536314064893,0.05587550925823268,0.0,1,0,0.0,0.031831476542434366
394071,0.0,57.0,3.0,3.0,1803.0,13,2,0.0,11,(:03) T.Siemian pass incomplete deep right.,0,0,1.0,0,0.0,3.0,-12.0,0.7298042753197072,0.05477628802242613,0.0016779859746877321,0.03807918159441004,0.11762386079054653,0.0007648003199642845,0.057273607978258284,0.0,1,0,0.0,0.006736742891806987
394184,1.0,51.0,545.0,1445.0,3245.0,2,1,0.0,7,(9:05) (Punt formation) B.Nortman pass short middle to J.O'Shaughnessy to IND 22 for 29 yards (C.Milton). Fake Punt,0,0,1.0,0,3.0,3.0,0.0,0.004996480577627967,0.18637730412594866,0.0024987628613243732,0.2811412899648771,0.3036955726241058,0.006439984743297949,0.21485060510281812,0.0,1,0,1.0,0.06524917754533598
394270,0.0,40.0,409.0,1309.0,1309.0,10,3,0.0,2,"(6:49) (Shotgun) J.Brissett pass short middle to T.Hilton for 40 yards, TOUCHDOWN [C.Campbell]. Penalty on JAX-A.Colvin, Defensive Holding, declined.",1,0,1.0,0,3.0,3.0,-21.0,0.007073125530503783,0.12843825783519094,0.001172645605616687,0.2012855935666555,0.3973890682760053,0.006045402745701561,0.2585959064403262,0.0,1,0,1.0,0.10276318632031027
394325,0.0,67.0,116.0,116.0,116.0,18,4,0.0,2,(1:56) (Shotgun) J.Brissett pass short right to C.Rogers ran ob at IND 36 for 3 yards [Y.Ngakoue].,1,0,1.0,0,2.0,3.0,-20.0,0.6753331784579552,0.0835927313977928,0.0027662281108729665,0.06009160409801278,0.07334392582907891,0.0008703019613851597,0.10400203014490256,0.0,1,0,1.0,0.007627917185021362
394330,0.0,41.0,65.0,65.0,65.0,18,4,0.0,2,(1:05) (Shotgun) J.Brissett pass short left to D.Moncrief pushed ob at JAX 35 for 6 yards (A.Bouye).,1,0,1.0,0,2.0,3.0,-20.0,0.5819316900977104,0.0442351654760974,0.0007866555607978472,0.032736368404114674,0.2405207585979617,0.0009700281988125788,0.0988193336645054,0.0,1,0,1.0,0.023768101097131934
394336,0.0,32.0,37.0,37.0,37.0,18,4,0.0,7,(:37) (Shotgun) J.Brissett pass short left to J.Doyle to JAX 24 for 8 yards (B.Church).,1,0,1.0,0,0.0,3.0,-20.0,0.4988129349613921,0.032249175631720466,0.000521363051527332,0.02338022770840531,0.3786640542023289,0.0009201844010432572,0.06545206004358269,0.0,1,0,1.0,0.02478434241199728
394839,1.0,1.0,531.0,531.0,531.0,15,4,1.0,1,(8:51) N.Peterman pass incomplete short left to Z.Jones (S.Gilmore). Receiver and coverage in rear corner of end zone.,0,0,1.0,0,3.0,2.0,-20.0,0.041498581261950836,0.02845460674988745,0.003156303737322527,0.042261115177622745,0.5356419990296266,0.01330563710142195,0.3356817569421679,0.0,1,0,0.0,0.17980524732628006
394853,1.0,64.0,221.0,221.0,221.0,17,4,0.0,15,"(3:41) (Shotgun) N.Peterman pass short middle to T.Cadet to BUF 45 for 9 yards (P.Chung, J.Jones). Dump pass, caught at BUF 40.",1,0,1.0,0,2.0,2.0,-20.0,0.4485090077727841,0.13752595202617154,0.00265640408374568,0.19145695843844635,0.1059975675870306,0.0032641299430079137,0.11058998014881384,0.0,1,0,0.0,0.011722268895272269
394863,1.0,81.0,65.0,65.0,65.0,19,4,0.0,6,(1:05) (Shotgun) N.Peterman pass incomplete short middle to Z.Jones (E.Rowe) [D.Wise]. Receiver and coverage at BUF 28.,1,0,1.0,0,1.0,2.0,-20.0,0.7437050289603204,0.09084497462979084,0.004659870694704704,0.062423375973807815,0.033851976893004725,0.0006360780235202258,0.06387869482485131,0.0,1,0,0.0,0.002162420101166167
395055,0.0,35.0,811.0,811.0,2611.0,3,2,0.0,1,(13:31) D.Johnson Jr. up the middle to LAC 37 for -2 yards (M.Ingram).,0,0,0.0,0,3.0,3.0,0.0,0.044829203274453236,0.09933061798459744,0.000747834329242975,0.1562659293149694,0.4171928282296094,0.005365627540544952,0.2762679593265825,0.0,0,1,0.0,0.11525701130067964
395111,1.0,35.0,731.0,1631.0,1631.0,9,3,0.0,4,"(12:11) (Shotgun) P.Rivers pass deep right to K.Allen to CLE 9 for 26 yards (J.McCourty). Penalty on CLE-J.McCourty, Illegal Contact, declined.",1,0,1.0,0,3.0,3.0,2.0,0.0016732192584581714,0.10937451783659384,0.0009515132637773596,0.1716535091575081,0.5078298067193234,0.0059692432244807464,0.20254819053985834,0.0,1,0,1.0,0.10286000845320496
395238,1.0,45.0,712.0,712.0,2512.0,8,2,0.0,1,(11:52) V.Alexander reported in as eligible.  M.Lynch up the middle to NYG 46 for -1 yards (O.Vernon).,0,0,0.0,0,3.0,1.0,0.0,0.08024898523966714,0.1324914798143012,0.0012644145538706925,0.2051944185522453,0.2779928065154572,0.005370699378612569,0.2974371959458458,0.0,0,1,0.0,0.08268540086307365
395253,1.0,30.0,316.0,316.0,2116.0,10,2,0.0,1,(5:16) M.Lynch left guard to NYG 20 for 10 yards (L.Collins).,0,0,0.0,0,3.0,1.0,0.0,0.228191078152523,0.06416525999288065,0.00042567528402509037,0.09966173921646386,0.39474337935530185,0.0039899330099055965,0.20882293498889992,0.0,0,1,1.0,0.08243147104441086
395269,1.0,80.0,49.0,49.0,1849.0,12,2,0.0,5,(:49) (Punt formation) M.King up the middle to OAK 9 for -11 yards (S.Smith).,0,0,0.0,0,2.0,1.0,3.0,0.7546687974171951,0.08485166431016923,0.004175409195691626,0.05859654974031831,0.033272921172716734,0.0006108511926862418,0.06382380697122296,0.0,0,1,0.0,0.00212360449829619
395371,1.0,2.0,621.0,1521.0,3321.0,1,1,1.0,2,"(10:21) A.Kamara right end for 2 yards, TOUCHDOWN.",0,0,0.0,0,3.0,3.0,0.0,0.0007550400476088893,0.025729774372031285,0.0010421267136794473,0.036731529040117575,0.7006478303941354,0.008408182940352399,0.22668551649207505,0.0,0,1,1.0,0.15882671531194636
395414,0.0,69.0,645.0,645.0,2445.0,8,2,0.0,4,"(10:45) (Punt formation) M.Palardy to CAR 22 for -9 yards. FUMBLES, and recovers at CAR 22. M.Palardy pass incomplete short right to S.Thompson. Penalty on CAR-S.Thompson, Ineligible Downfield Pass, declined. Palardy got the snap cleanly, then fumbled when he attempted to ready to punt.  He recovered his fumble and threw an incomplete pass.",0,0,1.0,0,3.0,2.0,-7.0,0.12981551561444174,0.22326743909705693,0.004308578609294439,0.3241531462229086,0.10204644901311476,0.004575235083534435,0.2118336363596492,0.0,1,0,0.0,0.021616870372037633
395493,0.0,12.0,682.0,682.0,682.0,19,4,0.0,6,"(11:22) (Shotgun) C.Newton pass short right to D.Funchess to NO 7 for 5 yards (K.Crawley). Pass -5, YAC 10",1,0,1.0,0,2.0,3.0,-14.0,0.028068546659173032,0.030819930493948117,0.0001588008680993425,0.0474914673504125,0.7957580727241915,0.003241656735578143,0.09446152516859736,0.0,1,0,0.0,0.07516852121475075
395541,0.0,1.0,477.0,1377.0,3177.0,3,1,1.0,1,"(7:57) (Shotgun) J.Goff pass short right to G.Everett for 1 yard, TOUCHDOWN [C.Jones].",1,0,1.0,0,2.0,2.0,3.0,0.0014712271438281773,0.03133305423594607,0.003518809087516502,0.048051149674734166,0.5588949385916808,0.014715661102957715,0.3420151601633365,0.0,1,0,1.0,0.19115054193691183
395781,0.0,29.0,697.0,1597.0,1597.0,10,3,0.0,1,(11:37) C.Wentz up the middle to SEA 27 for 2 yards (J.Reed).,0,0,0.0,0,2.0,3.0,-7.0,0.0016814501478034116,0.08501042972580786,0.0005610689577165613,0.13876650123718706,0.5169850245329307,0.0054758677271669574,0.25151965767138745,0.0,0,1,1.0,0.13003189639175658
395806,0.0,25.0,235.0,1135.0,1135.0,12,3,0.0,3,(3:55) (Shotgun) C.Wentz pass incomplete short left to K.Barner [K.Wright].,1,0,1.0,0,2.0,2.0,-14.0,0.008772887936443112,0.06790819455550806,0.00044948923188398496,0.10658413203977267,0.6351016488552725,0.004917473043594114,0.17626617433752556,0.0,1,0,0.0,0.1119469379591734
395842,0.0,40.0,348.0,348.0,348.0,16,4,0.0,6,(5:48) (Shotgun) C.Wentz pass incomplete short middle to T.Burton [B.Wagner].,1,0,1.0,0,2.0,2.0,-14.0,0.24789178966367684,0.09482474646471836,0.0009482537212282183,0.13954733268420474,0.3519647243463831,0.004462572887040969,0.16036058023274755,0.0,1,0,0.0,0.05644126741764504
395850,0.0,75.0,136.0,136.0,136.0,18,4,0.0,6,(2:16) (Shotgun) C.Wentz pass short left to C.Clement pushed ob at PHI 48 for 23 yards (B.McDougald).,1,0,1.0,0,2.0,2.0,-14.0,0.5439843649466023,0.1283138834050302,0.0029482017917844463,0.17966889398036529,0.04161054768766957,0.002212114830073769,0.10126199335847444,0.0,1,0,1.0,0.00421356700359128
395996,0.0,64.0,737.0,737.0,737.0,15,4,0.0,1,(12:17) L.Bell right tackle to PIT 45 for 9 yards (J.Shaw). CIN-V.Burfict was injured during the play.,0,0,0.0,0,2.0,2.0,-10.0,0.08882642047640682,0.19924780855188068,0.002993005774511013,0.3019596055524655,0.1103242284062613,0.00468591043577641,0.2919630208026981,0.0,0,1,1.0,0.032210594993218884
396191,0.0,24.0,115.0,115.0,115.0,19,4,0.0,1,(1:55) D.Brees right guard to ATL 22 for 2 yards (K.Ishmael).,0,0,0.0,0,3.0,3.0,-3.0,0.3741294814032721,0.028230769659952862,0.00031342753863467416,0.021720560296959752,0.4662950202673092,0.0010049402129257519,0.1083058006209456,0.0,0,1,1.0,0.05050245549561097
396217,1.0,38.0,589.0,1489.0,3289.0,1,1,0.0,3,(9:49) J.Webb in at QB (N.Peterman at WR). (Shotgun) J.Webb pass incomplete short right to C.Clay (T.Green). Receiver and coverage along sideline at IND 35.,1,0,1.0,0,2.0,2.0,0.0,0.0032474927611341013,0.12179366297756727,0.0011049864775129524,0.19076054163699835,0.4480918482926248,0.006087266118382314,0.2289142017357801,0.0,1,0,0.0,0.10257458775621647
396224,0.0,43.0,353.0,1253.0,3053.0,2,1,0.0,3,(5:53) F.Gore right guard to BUF 38 for 5 yards (M.Milano).,0,0,0.0,0,2.0,2.0,0.0,0.009396051256655123,0.14261984402189742,0.001452843267526694,0.22007716700999805,0.375297421958826,0.006168971801901778,0.2449877006831949,0.0,0,1,1.0,0.09194325247802355
396248,1.0,38.0,501.0,501.0,2301.0,5,2,0.0,7,(8:21) N.Peterman pass incomplete short right to K.Benjamin (K.Moore II). Receiver and coverage along sideline at IND 28.,0,0,1.0,0,2.0,2.0,0.0,0.14341805707657784,0.10054804470155944,0.0009750518225700637,0.14863088009225411,0.4324273400801911,0.005018417658309671,0.16898220856853788,0.0,1,0,0.0,0.07307252697216891
396319,0.0,30.0,891.0,891.0,891.0,17,4,0.0,2,(14:51) J.Brissett pass incomplete short right to C.Rogers (M.Hyde). Receiver and coverage along sideline at BUF 15.,0,0,1.0,0,2.0,3.0,-7.0,0.02795839227783074,0.08345775755665236,0.0005965956961671325,0.13028258556919084,0.534186616988195,0.005220770661561156,0.2182972812504028,0.0,1,0,0.0,0.11661148616887321
396338,0.0,50.0,344.0,344.0,344.0,19,4,0.0,4,"(5:44) J.Brissett pass short right to T.Hilton to BUF 40 for 10 yards (T.White). Caught at BUF 46, slanting to middle.",0,0,1.0,0,2.0,2.0,-7.0,0.29579740213789324,0.12205959840378787,0.0014904494072280337,0.17921740831787175,0.2151517988410564,0.004305112794387572,0.1819782300977752,0.0,1,0,1.0,0.039152943555448
396342,0.0,36.0,237.0,237.0,237.0,19,4,0.0,6,(3:57) (Shotgun) J.Brissett scrambles right end pushed ob at BUF 28 for 8 yards (E.Gaines).,1,0,1.0,1,2.0,2.0,-7.0,0.3142459531686255,0.07335087672143907,0.0006656732462861956,0.1080065093807033,0.3628361597025925,0.003869096719757404,0.13702573106059593,0.0,0,1,1.0,0.04971789003846687
396911,0.0,29.0,437.0,437.0,437.0,21,4,0.0,7,"(7:17) (Shotgun) D.Carr pass deep middle to J.Cook for 29 yards, TOUCHDOWN [T.Hali].",1,0,1.0,0,2.0,2.0,-19.0,0.13792633530316326,0.0676659732485058,0.0005288978882125761,0.10085819596920996,0.5487958636335734,0.0043696414257426534,0.1398550925315923,0.0,1,0,1.0,0.07675189628942852
396961,1.0,40.0,172.0,1072.0,2872.0,4,1,0.0,1,"(2:52) L.Miller up the middle to SF 42 for -2 yards (E.Mitchell, E.Reid).",0,0,0.0,0,3.0,3.0,3.0,0.018240432242241682,0.12312347889023638,0.0010483890966524263,0.1944583102461238,0.35834736755478097,0.005770668690047371,0.2990113532799173,0.0,0,1,0.0,0.10714993131685098
397108,1.0,73.0,144.0,144.0,144.0,24,4,0.0,22,(2:24) (Shotgun) T.Yates pass deep right to D.White to SF 49 for 24 yards.,1,0,1.0,0,2.0,1.0,-10.0,0.5368857687980125,0.13468927522044394,0.003341233025081648,0.18326568251329656,0.05793461089597806,0.00247311566399408,0.08141031388319317,0.0,1,0,1.0,0.004716474857742237
397126,0.0,54.0,734.0,1634.0,3434.0,1,1,0.0,2,(12:14) (Punt formation) J.Whitehead left end to CLE 47 for 7 yards (J.Taylor). Rush out of Punt Formation,0,0,0.0,0,3.0,3.0,0.0,0.0024402800153099802,0.19290922594619048,0.002471367315946227,0.30100264347182026,0.2193224911576382,0.00608904824208507,0.27576494385101,0.0,0,1,1.0,0.060481454459349736
397130,0.0,38.0,615.0,1515.0,3315.0,1,1,0.0,1,(10:15) B.Hundley pass short left to R.Cobb to CLE 30 for 8 yards (J.McCourty).,0,0,1.0,0,3.0,3.0,0.0,0.0029862466816630642,0.11924516371751626,0.0009743414797469367,0.1919759168231128,0.38813509009129504,0.005932153272437518,0.2907510879342284,0.0,1,0,1.0,0.11285069970949378
397219,0.0,10.0,444.0,1344.0,1344.0,11,3,0.0,1,(7:24) B.Hundley up the middle to CLE 12 for -2 yards (C.Brantley; J.Burgess Jr.).,0,0,0.0,0,3.0,3.0,-7.0,0.00219913277903141,0.03241772234818112,0.00013547766336208822,0.053612702947994466,0.7579864397673566,0.0035949699910158726,0.15005355450305854,0.0,0,1,0.0,0.11373855955221035
